,Signer,sign type,Class Label,Frame,Vid_name,Text
209,Brady,Lexical Signs,ASSAULT,15,Brady-session-ASL_2011_07_19_Brady-scene-47-1554-1568-camera1.mov,assault
210,Brady,Lexical Signs,ASSIST,16,Brady-session-ASL_2011_06_08_Brady-scene-12-7630-7645-camera1.mov,assist
211,Brady,Lexical Signs,ASSIST,24,Brady-session-ASL_2011_06_08_Brady-scene-13-8849-8872-camera1.mov,assist
212,Liz,Lexical Signs,ASSOCIATION,68,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-23-998-1065-camera1.mov,association
213,Brady,Lexical Signs,ASSOCIATION,17,Brady-session-ASL_2011_06_08_Brady-scene-9-11571-11587-camera1.mov,association
214,Brady,Lexical Signs,ASSOCIATION,20,Brady-session-ASL_2011_06_08_Brady-scene-13-10210-10229-camera1.mov,association
215,Liz,Lexical Signs,ASTRAY,88,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-23-1922-2009-camera1.mov,astray
216,Brady,Lexical Signs,ASTRAY,51,Brady-session-ASL_2011_06_08_Brady-scene-13-11076-11126-camera1.mov,astray
217,Brady,Lexical Signs,ATTEMPT,29,Brady-session-ASL_2011_07_22_Brady-scene-12-1983-2011-camera1.mov,attempt
218,Brady,Lexical Signs,ATTENTION-WAVE,37,Brady-session-ASL_2011_07_22_Brady-scene-25-2416-2452-camera1.mov,attention-wave
219,Liz,Lexical Signs,ATTITUDE,72,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-8-2690-2761-camera1.mov,attitude
220,Brady,Lexical Signs,ATTITUDE,24,Brady-session-ASL_2011_06_08_Brady-scene-13-19812-19835-camera1.mov,attitude
221,Liz,Lexical Signs,AUCTION,68,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-6-2376-2443-camera1.mov,auction
222,Brady,Lexical Signs,AUCTION,34,Brady-session-ASL_2011_06_08_Brady-scene-13-21660-21693-camera1.mov,auction
223,Brady,Lexical Signs,AUDIENCE,31,Brady-session-ASL_2011_06_08_Brady-scene-14-17-47-camera1.mov,audience
224,Brady,Lexical Signs,AUDIOLOGY,37,Brady-session-ASL_2011_06_08_Brady-scene-14-1156-1192-camera1.mov,audiology
225,Brady,Compound Signs,AUDIOLOGY+AGENT,38,Brady-session-ASL_2011_06_14_Brady-scene-2-3402-3439-camera1.mov,audiology agent
226,Brady,Lexical Signs,AUNT,24,Brady-session-ASL_2011_06_08_Brady-scene-14-1378-1401-camera1.mov,aunt
227,Brady,Lexical Signs,AUTHORITY,26,Brady-session-ASL_2011_06_08_Brady-scene-14-2479-2504-camera1.mov,authority
228,Brady,Lexical Signs,AUTUMN,26,Brady-session-ASL_2011_06_08_Brady-scene-14-2700-2725-camera1.mov,autumn
229,Brady,Lexical Signs,AUTUMN,41,Brady-session-ASL_2011_07_22_Brady-scene-38-165-205-camera1.mov,autumn
230,Brady,Lexical Signs,AVAILABLE,21,Brady-session-ASL_2011_06_08_Brady-scene-14-2952-2972-camera1.mov,available
231,Liz,Lexical Signs,AVAILABLE,51,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-24-468-518-camera1.mov,available
232,Brady,Lexical Signs,AVERAGE,36,Brady-session-ASL_2011_06_08_Brady-scene-19-9275-9310-camera1.mov,average
233,Brady,Lexical Signs,AVERAGE,49,Brady-session-ASL_2011_06_14_Brady-scene-55-7179-7227-camera1.mov,average
234,Brady,Lexical Signs,AVOID/FALL-BEHIND,30,Brady-session-ASL_2011_06_08_Brady-scene-14-3408-3437-camera1.mov,avoid
235,Brady,Lexical Signs,AVOID/FALL-BEHIND,15,Brady-session-ASL_2011_06_08_Brady-scene-18-7554-7568-camera1.mov,avoid
236,Brady,Lexical Signs,AWKWARD,41,Brady-session-ASL_2011_06_08_Brady-scene-14-4316-4356-camera1.mov,awkward
237,Brady,Lexical Signs,B,17,Brady-session-ASL_2011_06_08_Brady-scene-14-4622-4638-camera1.mov,b
238,Brady,Lexical Signs,BABY,46,Brady-session-ASL_2011_06_08_Brady-scene-14-5120-5165-camera1.mov,baby
239,Brady,Lexical Signs,BACKGROUND,20,Brady-session-ASL_2011_06_08_Brady-scene-15-2796-2815-camera1.mov,background
240,Liz,Lexical Signs,BACKPACK,56,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-8-2880-2935-camera1.mov,backpack
241,Brady,Lexical Signs,BACKSTAB,23,Brady-session-ASL_2011_06_08_Brady-scene-12-10278-10300-camera1.mov,backstab
242,Brady,Lexical Signs,BAD,18,Brady-session-ASL_2011_06_08_Brady-scene-15-3745-3762-camera1.mov,bad
243,Brady,Lexical Signs,BAKE/OVEN,21,Brady-session-ASL_2011_06_08_Brady-scene-15-6493-6513-camera1.mov,bake
244,Brady,Lexical Signs,BAKING-SPRINKLES,47,Brady-session-ASL_2011_07_19_Brady-scene-94-2031-2077-camera1.mov,baking-sprinkles
245,Brady,Lexical Signs,BALANCE,42,Brady-session-ASL_2011_06_08_Brady-scene-15-6736-6777-camera1.mov,balance
246,Brady,Lexical Signs,BALD,34,Brady-session-ASL_2011_06_08_Brady-scene-15-6974-7007-camera1.mov,bald
247,Brady,Lexical Signs,BALL,23,Brady-session-ASL_2011_06_08_Brady-scene-15-7378-7400-camera1.mov,ball
248,Brady,Lexical Signs,BALLOON,35,Brady-session-ASL_2011_06_08_Brady-scene-15-7740-7774-camera1.mov,balloon
249,Brady,Lexical Signs,BANANA,34,Brady-session-ASL_2011_06_08_Brady-scene-16-2103-2136-camera1.mov,banana
250,Brady,Lexical Signs,BANANA,59,Brady-session-ASL_2011_07_19_Brady-scene-28-2803-2861-camera1.mov,banana
251,Brady,Lexical Signs,BANDAID,16,Brady-session-ASL_2011_06_08_Brady-scene-16-2469-2484-camera1.mov,bandaid
252,Brady,Lexical Signs,BAPTIST,32,Brady-session-ASL_2011_06_08_Brady-scene-16-5730-5761-camera1.mov,baptist
253,Brady,Lexical Signs,BAR,28,Brady-session-ASL_2011_06_08_Brady-scene-10-2411-2438-camera1.mov,bar
254,Brady,Lexical Signs,BAR,30,Brady-session-ASL_2011_06_08_Brady-scene-16-5226-5255-camera1.mov,bar
255,Brady,Lexical Signs,BAR,31,Brady-session-ASL_2011_07_19_Brady-scene-34-382-412-camera1.mov,bar
256,Brady,Lexical Signs,BARK,17,Brady-session-ASL_2011_06_08_Brady-scene-16-7467-7483-camera1.mov,bark
257,Brady,Lexical Signs,BASEBALL,27,Brady-session-ASL_2011_06_08_Brady-scene-16-7956-7982-camera1.mov,baseball
258,Brady,Lexical Signs,BASEMENT,27,Brady-session-ASL_2011_06_08_Brady-scene-16-8165-8191-camera1.mov,basement
259,Brady,Lexical Signs,BASKETBALL,22,Brady-session-ASL_2011_06_08_Brady-scene-16-10199-10220-camera1.mov,basketball
260,Brady,Lexical Signs,BASKETBALL,24,Brady-session-ASL_2011_07_19_Brady-scene-117-3662-3685-camera1.mov,basketball
261,Brady,Lexical Signs,BAT,33,Brady-session-ASL_2011_06_08_Brady-scene-16-10414-10446-camera1.mov,bat
262,Brady,Lexical Signs,BATH,43,Brady-session-ASL_2011_06_08_Brady-scene-17-317-359-camera1.mov,bath
263,Brady,Compound Signs,BATH+BATHROBE,46,Brady-session-ASL_2011_06_14_Brady-scene-2-3889-3934-camera1.mov,bath bathrobe
264,Brady,Compound Signs,BATH+BATHROBE,54,Brady-session-ASL_2011_06_14_Brady-scene-2-4176-4229-camera1.mov,bath bathrobe
265,Brady,Compound Signs,BATH+TUB,41,Brady-session-ASL_2011_06_14_Brady-scene-2-4741-4781-camera1.mov,bath tub
266,Brady,Lexical Signs,BATHING-SUIT,37,Brady-session-ASL_2011_06_08_Brady-scene-17-579-615-camera1.mov,bathing-suit
267,Brady,Lexical Signs,BAWL-OUT,5,Brady-session-ASL_2011_06_08_Brady-scene-17-6933-6937-camera1.mov,bawl-out
268,Liz,Lexical Signs,BAWL-OUT,55,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-24-1350-1404-camera1.mov,bawl-out
269,Brady,Lexical Signs,BAWL-OUT,16,Brady-session-ASL_2011_06_08_Brady-scene-17-5244-5259-camera1.mov,bawl-out
270,Brady,Lexical Signs,BEACH,26,Brady-session-ASL_2011_06_08_Brady-scene-17-7649-7674-camera1.mov,beach
271,Brady,Lexical Signs,BEAR,27,Brady-session-ASL_2011_06_08_Brady-scene-17-8274-8300-camera1.mov,bear
272,Brady,Lexical Signs,BEARD,16,Brady-session-ASL_2011_06_08_Brady-scene-17-10158-10173-camera1.mov,beard
273,Liz,Lexical Signs,BEAT,48,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-17-6005-6052-camera1.mov,beat
274,Brady,Lexical Signs,BEAT,40,Brady-session-ASL_2011_06_08_Brady-scene-17-10673-10712-camera1.mov,beat
275,Brady,Lexical Signs,BEAT,28,Brady-session-ASL_2011_06_08_Brady-scene-29-16113-16140-camera1.mov,beat
276,Liz,Lexical Signs,BEAT_3,67,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-17-6130-6196-camera1.mov,beat_3
277,Brady,Lexical Signs,BEAT_3,25,Brady-session-ASL_2011_06_14_Brady-scene-28-8292-8316-camera1.mov,beat_3
278,Brady,Lexical Signs,BEAUTIFUL,23,Brady-session-ASL_2011_06_08_Brady-scene-18-457-479-camera1.mov,beautiful
279,Brady,Lexical Signs,BEAUTIFUL,20,Brady-session-ASL_2011_07_19_Brady-scene-42-237-256-camera1.mov,beautiful
280,Brady,Compound Signs,BEAUTIFUL+DRESS/CLOTHES,47,Brady-session-ASL_2011_07_19_Brady-scene-25-507-553-camera1.mov,beautiful dress
281,Liz,Lexical Signs,BEAVER,59,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-6-2578-2636-camera1.mov,beaver
282,Liz,Lexical Signs,BEAVER,51,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-24-1517-1567-camera1.mov,beaver
283,Brady,Lexical Signs,BECAUSE,14,Brady-session-ASL_2011_06_08_Brady-scene-18-2080-2093-camera1.mov,because
284,Brady,Lexical Signs,BECOME,20,Brady-session-ASL_2011_06_08_Brady-scene-18-3191-3210-camera1.mov,become
285,Brady,Lexical Signs,BECOME-FAT,32,Brady-session-ASL_2011_06_08_Brady-scene-18-2839-2870-camera1.mov,become-fat
286,Brady,Compound Signs,BECOME+QUIET,47,Brady-session-ASL_2011_07_19_Brady-scene-28-346-392-camera1.mov,become quiet
287,Brady,Lexical Signs,BED,21,Brady-session-ASL_2011_06_08_Brady-scene-18-3767-3787-camera1.mov,bed
288,Brady,Lexical Signs,BED,19,Brady-session-ASL_2011_07_19_Brady-scene-86-4046-4064-camera1.mov,bed
289,Brady,Compound Signs,BED+CUSHION,48,Brady-session-ASL_2011_06_14_Brady-scene-54-7453-7500-camera1.mov,bed cushion
290,Brady,Lexical Signs,BEER,26,Brady-session-ASL_2011_06_08_Brady-scene-18-5340-5365-camera1.mov,beer
291,Brady,Lexical Signs,BEFORE,25,Brady-session-ASL_2011_06_08_Brady-scene-18-5789-5813-camera1.mov,before
292,Brady,Lexical Signs,BEG,36,Brady-session-ASL_2011_06_08_Brady-scene-18-6043-6078-camera1.mov,beg
293,Brady,Compound Signs,BEG+AGENT,40,Brady-session-ASL_2011_06_14_Brady-scene-2-5074-5113-camera1.mov,beg agent
294,Brady,Lexical Signs,BEHAVIOR,42,Brady-session-ASL_2011_06_08_Brady-scene-18-6742-6783-camera1.mov,behavior
295,Brady,Lexical Signs,BEHIND,24,Brady-session-ASL_2011_06_08_Brady-scene-15-2549-2572-camera1.mov,behind
296,Brady,Compound Signs,BELIEVE,22,Brady-session-ASL_2011_06_08_Brady-scene-18-14400-14421-camera1.mov,believe
297,Brady,Lexical Signs,BELL,46,Brady-session-ASL_2011_06_08_Brady-scene-19-2293-2338-camera1.mov,bell
298,Brady,Lexical Signs,BELONG,20,Brady-session-ASL_2011_06_08_Brady-scene-19-4345-4364-camera1.mov,belong
299,Brady,Lexical Signs,BELONG,20,Brady-session-ASL_2011_06_08_Brady-scene-29-15878-15897-camera1.mov,belong
300,Brady,Lexical Signs,BELOW,28,Brady-session-ASL_2011_06_08_Brady-scene-19-5860-5887-camera1.mov,below
301,Brady,Lexical Signs,BELOW,33,Brady-session-ASL_2011_07_22_Brady-scene-38-2532-2564-camera1.mov,below
302,Brady,Lexical Signs,BELOW_2,36,Brady-session-ASL_2011_06_08_Brady-scene-16-8461-8496-camera1.mov,below_2
303,Brady,Lexical Signs,BELT,21,Brady-session-ASL_2011_07_22_Brady-scene-38-2765-2785-camera1.mov,belt
304,Liz,Lexical Signs,BERRY,26,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-9-685-710-camera1.mov,berry
305,Brady,Lexical Signs,BERRY,38,Brady-session-ASL_2011_06_08_Brady-scene-19-7669-7706-camera1.mov,berry
306,Brady,Lexical Signs,BERRY,37,Brady-session-ASL_2011_06_08_Brady-scene-27-4654-4690-camera1.mov,berry
307,Brady,Lexical Signs,BERRY,50,Brady-session-ASL_2011_07_19_Brady-scene-100-2076-2125-camera1.mov,berry
308,Brady,Lexical Signs,BERRY,60,Brady-session-ASL_2011_07_22_Brady-scene-40-146-205-camera1.mov,berry
309,Brady,Lexical Signs,BEST-FRIEND,24,Brady-session-ASL_2011_06_14_Brady-scene-27-3791-3814-camera1.mov,best-friend
310,Brady,Lexical Signs,BET,19,Brady-session-ASL_2011_06_08_Brady-scene-19-8516-8534-camera1.mov,bet
311,Brady,Lexical Signs,BETTER,21,Brady-session-ASL_2011_06_08_Brady-scene-19-8290-8310-camera1.mov,better
312,Brady,Lexical Signs,BETTER,19,Brady-session-ASL_2011_06_08_Brady-scene-19-9037-9055-camera1.mov,better
313,Brady,Lexical Signs,BETWEEN/SHARE,31,Brady-session-ASL_2011_06_08_Brady-scene-14-3188-3218-camera1.mov,between
314,Liz,Compound Signs,BETWEEN/SHARE+AGENT,79,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-7-1965-2043-camera1.mov,between agent
315,Brady,Compound Signs,BETWEEN/SHARE+AGENT,41,Brady-session-ASL_2011_07_19_Brady-scene-26-5238-5278-camera1.mov,between agent
316,Brady,Compound Signs,BETWEEN/SHARE+AGENT,38,Brady-session-ASL_2011_07_19_Brady-scene-83-2734-2771-camera1.mov,between agent
317,Brady,Lexical Signs,BICYCLE,48,Brady-session-ASL_2011_06_08_Brady-scene-21-2763-2810-camera1.mov,bicycle
318,Brady,Lexical Signs,BIG,14,Brady-session-ASL_2011_06_08_Brady-scene-21-3602-3615-camera1.mov,big
319,Brady,Lexical Signs,BIG,32,Brady-session-ASL_2011_06_14_Brady-scene-25-4894-4925-camera1.mov,big
320,Brady,Lexical Signs,BIG,28,Brady-session-ASL_2011_06_14_Brady-scene-46-4741-4768-camera1.mov,big
321,Liz,Lexical Signs,BIG-HEADED,61,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-6-2943-3003-camera1.mov,big-headed
322,Brady,Lexical Signs,BIG-HEADED,32,Brady-session-ASL_2011_06_08_Brady-scene-21-3813-3844-camera1.mov,big-headed
323,Brady,Lexical Signs,BIG-HEADED,23,Brady-session-ASL_2011_06_14_Brady-scene-10-5321-5343-camera1.mov,big-headed
324,Brady,Lexical Signs,BIG-HEADED,33,Brady-session-ASL_2011_06_14_Brady-scene-10-5858-5890-camera1.mov,big-headed
325,Brady,Lexical Signs,BIKE-PUMP,53,Brady-session-ASL_2011_07_19_Brady-scene-47-134-186-camera1.mov,bike-pump
326,Brady,Lexical Signs,BIKE-PUMP,67,Brady-session-ASL_2011_07_22_Brady-scene-50-1026-1092-camera1.mov,bike-pump
327,Brady,Lexical Signs,BILLIARDS,54,Brady-session-ASL_2011_07_19_Brady-scene-38-1098-1151-camera1.mov,billiards
328,Brady,Lexical Signs,BIOLOGY,34,Brady-session-ASL_2011_06_08_Brady-scene-21-6667-6700-camera1.mov,biology
329,Liz,Lexical Signs,BIRD,46,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-26-360-405-camera1.mov,bird
330,Brady,Lexical Signs,BIRD,25,Brady-session-ASL_2011_06_08_Brady-scene-21-6851-6875-camera1.mov,bird
331,Brady,Lexical Signs,BIRD,26,Brady-session-ASL_2011_06_08_Brady-scene-27-6370-6395-camera1.mov,bird
332,Brady,Lexical Signs,BIRTHDAY,27,Brady-session-ASL_2011_06_08_Brady-scene-21-7194-7220-camera1.mov,birthday
333,Brady,Lexical Signs,BIRTHDAY,20,Brady-session-ASL_2011_06_08_Brady-scene-21-7389-7408-camera1.mov,birthday
334,Brady,Lexical Signs,BIRTHDAY,16,Brady-session-ASL_2011_06_08_Brady-scene-21-7856-7871-camera1.mov,birthday
335,Brady,Lexical Signs,BISON/BUFFALO,27,Brady-session-ASL_2011_06_08_Brady-scene-21-8305-8331-camera1.mov,bison
336,Brady,Lexical Signs,BITE,15,Brady-session-ASL_2011_06_08_Brady-scene-21-8619-8633-camera1.mov,bite
337,Brady,Lexical Signs,BITE,27,Brady-session-ASL_2011_06_08_Brady-scene-19-2690-2716-camera1.mov,bite
338,Brady,Lexical Signs,BITE-NAILS,50,Brady-session-ASL_2011_06_14_Brady-scene-32-337-386-camera1.mov,bite-nails
339,Liz,Lexical Signs,BITTER,61,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-24-2185-2245-camera1.mov,bitter
340,Brady,Lexical Signs,BITTER,28,Brady-session-ASL_2011_06_08_Brady-scene-21-8881-8908-camera1.mov,bitter
341,Brady,Lexical Signs,BLACK,11,Brady-session-ASL_2011_06_08_Brady-scene-21-9377-9387-camera1.mov,black
342,Brady,Lexical Signs,BLACK-OUT,44,Brady-session-ASL_2011_06_14_Brady-scene-16-4375-4418-camera1.mov,black-out
343,Brady,Compound Signs,BLACK+BERRY,40,Brady-session-ASL_2011_06_14_Brady-scene-3-384-423-camera1.mov,black berry
344,Brady,Lexical Signs,BLAME,13,Brady-session-ASL_2011_06_08_Brady-scene-21-10451-10463-camera1.mov,blame
345,Brady,Lexical Signs,BLAME,24,Brady-session-ASL_2011_07_22_Brady-scene-38-3002-3025-camera1.mov,blame
346,Brady,Lexical Signs,BLAME,40,Brady-session-ASL_2011_07_22_Brady-scene-48-532-571-camera1.mov,blame
347,Brady,Lexical Signs,BLANK-OUT,21,Brady-session-ASL_2011_06_08_Brady-scene-21-10707-10727-camera1.mov,blank-out
348,Brady,Lexical Signs,BLANKET,39,Brady-session-ASL_2011_06_08_Brady-scene-21-11809-11847-camera1.mov,blanket
349,Brady,Lexical Signs,BLANKET,23,Brady-session-ASL_2011_06_08_Brady-scene-21-12513-12535-camera1.mov,blanket
350,Brady,Lexical Signs,BLANKET,24,Brady-session-ASL_2011_06_08_Brady-scene-21-10927-10950-camera1.mov,blanket
351,Brady,Lexical Signs,BLESS,19,Brady-session-ASL_2011_06_08_Brady-scene-21-13969-13987-camera1.mov,bless
352,Brady,Lexical Signs,BLIND,21,Brady-session-ASL_2011_06_08_Brady-scene-21-14191-14211-camera1.mov,blind
353,Brady,Lexical Signs,BLIND,7,Brady-session-ASL_2011_06_08_Brady-scene-21-14619-14625-camera1.mov,blind
354,Brady,Lexical Signs,BLINDS,34,Brady-session-ASL_2011_06_08_Brady-scene-21-15945-15978-camera1.mov,blinds
355,Brady,Lexical Signs,BLINK/WINK,24,Brady-session-ASL_2011_06_08_Brady-scene-21-16290-16313-camera1.mov,blink
356,Brady,Lexical Signs,BLINK/WINK,23,Brady-session-ASL_2011_07_22_Brady-scene-31-756-778-camera1.mov,blink
357,Liz,Lexical Signs,BLOCK,69,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-9-497-565-camera1.mov,block
358,Brady,Lexical Signs,BLOCK,33,Brady-session-ASL_2011_06_08_Brady-scene-21-16759-16791-camera1.mov,block
359,Brady,Lexical Signs,BLOND,11,Brady-session-ASL_2011_06_08_Brady-scene-21-17487-17497-camera1.mov,blond
360,Brady,Lexical Signs,BLOOD,18,Brady-session-ASL_2011_06_08_Brady-scene-21-18539-18556-camera1.mov,blood
361,Brady,Lexical Signs,BLOOD,21,Brady-session-ASL_2011_06_08_Brady-scene-21-18646-18666-camera1.mov,blood
362,Brady,Lexical Signs,BLOOD,13,Brady-session-ASL_2011_06_14_Brady-scene-3-1021-1033-camera1.mov,blood
363,Brady,Lexical Signs,BLOSSOM,24,Brady-session-ASL_2011_06_08_Brady-scene-22-114-137-camera1.mov,blossom
364,Brady,Lexical Signs,BLUE,30,Brady-session-ASL_2011_06_08_Brady-scene-22-2610-2639-camera1.mov,blue
365,Brady,Lexical Signs,BLUE,32,Brady-session-ASL_2011_06_08_Brady-scene-22-3420-3451-camera1.mov,blue
366,Brady,Lexical Signs,BLUE,27,Brady-session-ASL_2011_07_19_Brady-scene-3-1560-1586-camera1.mov,blue
367,Brady,Compound Signs,BLUE+BERRY,40,Brady-session-ASL_2011_06_14_Brady-scene-3-1455-1494-camera1.mov,blue berry
368,Brady,Lexical Signs,BLUSH,44,Brady-session-ASL_2011_06_08_Brady-scene-22-4886-4929-camera1.mov,blush
369,Brady,Lexical Signs,BLUSH-BRUSH,59,Brady-session-ASL_2011_06_08_Brady-scene-24-179-237-camera1.mov,blush-brush
370,Liz,Lexical Signs,BOARD,66,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-25-720-785-camera1.mov,board
371,Brady,Lexical Signs,BOARD,31,Brady-session-ASL_2011_06_08_Brady-scene-22-6029-6059-camera1.mov,board
372,Brady,Lexical Signs,BOAT,27,Brady-session-ASL_2011_06_08_Brady-scene-22-6274-6300-camera1.mov,boat
373,Brady,Lexical Signs,BODY,24,Brady-session-ASL_2011_06_08_Brady-scene-22-6455-6478-camera1.mov,body
374,Brady,Lexical Signs,BOIL,48,Brady-session-ASL_2011_06_08_Brady-scene-22-6671-6718-camera1.mov,boil
375,Brady,Lexical Signs,BOMB,17,Brady-session-ASL_2011_06_08_Brady-scene-22-11991-12007-camera1.mov,bomb
376,Brady,Lexical Signs,BONE,27,Brady-session-ASL_2011_07_19_Brady-scene-85-2130-2156-camera1.mov,bone
377,Liz,Lexical Signs,BOOK,56,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-1-2850-2905-camera1.mov,book
378,Brady,Lexical Signs,BOOK,32,Brady-session-ASL_2011_06_08_Brady-scene-22-16761-16792-camera1.mov,book
379,Liz,Lexical Signs,BOOK,41,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-1-3055-3095-camera1.mov,book
380,Brady,Lexical Signs,BOOK,40,Brady-session-ASL_2011_07_19_Brady-scene-21-174-213-camera1.mov,book
381,Brady,Lexical Signs,BOOK-PAGE,36,Brady-session-ASL_2011_07_19_Brady-scene-24-1610-1645-camera1.mov,book-page
382,Brady,Lexical Signs,BOOT,28,Brady-session-ASL_2011_06_08_Brady-scene-22-17561-17588-camera1.mov,boot
383,Brady,Lexical Signs,BORE,18,Brady-session-ASL_2011_06_08_Brady-scene-22-18830-18847-camera1.mov,bore
384,Brady,Lexical Signs,BORN,18,Brady-session-ASL_2011_06_08_Brady-scene-22-19012-19029-camera1.mov,born
385,Brady,Lexical Signs,BORN,14,Brady-session-ASL_2011_06_14_Brady-scene-12-5800-5813-camera1.mov,born
386,Brady,Lexical Signs,BORROW/LEND,15,Brady-session-ASL_2011_06_08_Brady-scene-22-20152-20166-camera1.mov,borrow
387,Liz,Lexical Signs,BORROW/LEND,59,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-5-2470-2528-camera1.mov,borrow
388,Brady,Lexical Signs,BORROW/LEND,31,Brady-session-ASL_2011_06_14_Brady-scene-48-2295-2325-camera1.mov,borrow
389,Brady,Lexical Signs,BORROW/LEND,25,Brady-session-ASL_2011_06_14_Brady-scene-48-2596-2620-camera1.mov,borrow
390,Brady,Lexical Signs,BOSS,25,Brady-session-ASL_2011_06_08_Brady-scene-22-22153-22177-camera1.mov,boss
391,Brady,Lexical Signs,BOSS,27,Brady-session-ASL_2011_06_08_Brady-scene-25-11816-11842-camera1.mov,boss
392,Brady,Compound Signs,BOSS+LOWERCASE/TINY,43,Brady-session-ASL_2011_06_14_Brady-scene-52-7561-7603-camera1.mov,boss lowercase
393,Brady,Lexical Signs,BOTH,13,Brady-session-ASL_2011_06_08_Brady-scene-22-22912-22924-camera1.mov,both
394,Brady,Lexical Signs,BOTHER,48,Brady-session-ASL_2011_06_08_Brady-scene-36-3027-3074-camera1.mov,bother
395,Liz,Lexical Signs,BOTTLE,33,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-1-5085-5117-camera1.mov,bottle
396,Brady,Lexical Signs,BOTTLE,19,Brady-session-ASL_2011_06_08_Brady-scene-22-24183-24201-camera1.mov,bottle
397,Brady,Lexical Signs,BOTTLE,11,Brady-session-ASL_2011_06_08_Brady-scene-25-2573-2583-camera1.mov,bottle
398,Liz,Lexical Signs,BOTTLE,56,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-1-5245-5300-camera1.mov,bottle
399,Brady,Lexical Signs,BOTTLE,40,Brady-session-ASL_2011_06_08_Brady-scene-25-11073-11112-camera1.mov,bottle
400,Liz,Lexical Signs,BOWEL-MOVEMENT,48,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-7-1290-1337-camera1.mov,bowel-movement
401,Liz,Lexical Signs,BOWL,36,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-1-1210-1245-camera1.mov,bowl
402,Brady,Lexical Signs,BOWL,14,Brady-session-ASL_2011_06_08_Brady-scene-16-8732-8745-camera1.mov,bowl
403,Brady,Lexical Signs,BOWL,17,Brady-session-ASL_2011_06_08_Brady-scene-22-24901-24917-camera1.mov,bowl
404,Liz,Lexical Signs,BOWL,51,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-1-1400-1450-camera1.mov,bowl
405,Brady,Lexical Signs,BOWLING,23,Brady-session-ASL_2011_06_08_Brady-scene-22-25186-25208-camera1.mov,bowling
406,Brady,Lexical Signs,BOWLING-STRIKE_2,17,Brady-session-ASL_2011_07_19_Brady-scene-100-4019-4035-camera1.mov,bowling-strike_2
407,Liz,Lexical Signs,BOX/ROOM,51,Liz-session-ASL_2010_08_10_Liz_additional_lexicon_signs-scene-3-2000-2050-camera1.mov,box
